system:index,Aspect,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Distance_Mn,Elevation,NDVI,NIR_Red_Ratio,Red_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,Slope,VH,VV,VV_VH_Difference,label,latitude,longitude,.geo,geo_age,geo_supergroup,geo_group,geo_formation,geo_lithology,geo_intrusive,geo_stratigraphy
1_480_0,-0.0,2795.0,2231.0,774.5,929.0,1054.5,1433.5,2026.0,2296.5,2399.0,2562.0,50.0,281,0.3893152,2.2750118539592226,1.135091496232508,1.165068778657774,1.2528014343343792,1.8543341,-16.74050361755398,-6.51489684399158,10.2256067735624,1,21.532482613052316,79.98235472110152,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_481_0,19.738012,3005.0,2070.0,771.5,1008.0,1051.5,1524.0,2464.0,2767.5,2868.0,3074.0,31.6227766016838,355,0.46345198,2.72753209700428,1.043154761904762,1.047768479776848,1.4516908212560389,5.891462,-16.63992752858642,-10.154870633976504,6.485056894609915,1,21.71735589852411,79.75031988321345,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_482_0,132.92905,2612.5,1837.5,679.0,880.5,982.5,1385.5,1954.0,2225.5,2330.5,2498.0,14.142135623730953,277,0.406882,2.372010178117048,1.1158432708688246,1.1210040763784597,1.4217687074829932,2.7214918,-17.445242484488887,-10.297174552764847,7.148067931724038,1,21.533560591393258,79.98316320485722,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_483_0,153.90549,1867.0,943.0,427.0,601.0,556.0,1052.0,1945.0,2347.0,2472.0,2619.0,70.0,350,0.6327609,4.446043165467626,0.9251247920133112,0.7552588996763754,1.9798515376458112,11.2149105,-13.998243113795432,-7.824097621827503,6.174145491967929,1,21.86449994206289,79.98262421568676,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_484_0,270.0,2165.5,1291.5,364.0,551.0,481.5,965.0,1842.0,2218.0,2340.5,2511.0,30.0,662,0.6587527,4.860851505711318,0.8738656987295825,0.9252296517838068,1.6767324816105305,1.9994861,-13.29372356146888,-5.788380526162896,7.505343035305984,1,21.974184238253883,80.46582800701465,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_485_0,331.7162,2534.0,1961.0,623.6,818.625,982.5,1309.5625,1678.6,1836.6666666666663,1946.0,2044.75,72.11102550927978,322,0.329008,1.9806615776081424,1.2001832340815393,1.3021582733812949,1.2921978582355942,4.205374,-13.622926871722216,-6.396230263368773,7.226696608353443,1,21.68501654829581,79.7236399192751,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_486_0,151.7195,2781.0,1769.0,561.6,748.1666666666666,715.3333333333334,1160.75,1891.0,2159.5,2288.0,2420.0,67.0820393249937,331,0.5236404,3.198508853681268,0.9561149476498108,1.215472027972028,1.5720746184284906,2.105457,-15.613198896476712,-7.17972957182946,8.433469324647252,1,21.665073948988358,79.66596807803462,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_487_0,199.76993,2985.0,2314.5,783.0,1078.5,1321.5,1632.0,2265.5,2550.0,2643.5,2721.0,36.05551275463989,619,0.33341742,2.0003783579265986,1.2253129346314326,1.1291847928882164,1.289695398574206,2.9541276,-16.171790995366848,-7.548976070610605,8.622814924756243,1,21.967446873622983,80.46717547994082,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_488_0,215.6914,2269.0,1409.0,520.0,771.0,648.0,1051.0,1974.0,2254.0,2328.0,2562.0,64.03124237432849,351,0.5645161,3.592592592592593,0.8404669260700389,0.974656357388316,1.610361958836054,3.4218948,-16.59893145829447,-10.343348948911606,6.255582509382863,1,21.86584741498907,79.97965977524916,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_489_0,90.0,1812.0,988.0,395.0,529.0,495.0,879.0,1925.0,2290.0,2367.0,2605.0,31.6227766016838,641,0.6540881,4.781818181818182,0.9357277882797732,0.7655259822560203,1.834008097165992,10.858926,-14.264089563897889,-7.181837184815247,7.08225237908264,1,21.83404705393124,80.36638450506261,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_490_0,270.0,1652.0,868.0,494.0,653.0,621.0,1062.0,1846.0,2123.0,2160.0,2374.0,67.0820393249937,315,0.5533981,3.4782608695652173,0.9509954058192956,0.7648148148148148,1.903225806451613,1.9972724,-14.940946784476395,-8.588487114375521,6.352459670100874,1,21.815990916720438,80.16830598491426,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_491_0,252.78809,2022.5,1157.0,482.6666666666667,669.4166666666667,541.3333333333334,1051.75,2074.75,2384.666666666667,2341.5,2619.5,64.03124237432849,329,0.62444353,4.325431034482758,0.8086642599277978,0.8637625453768951,1.748055315471046,3.1312828,-15.280516611817209,-8.11716274077099,7.163353871046217,1,21.66803838942595,79.66785454013127,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_492_0,103.053566,2788.5,1911.5,614.5,909.0,1096.0,1542.0,2151.0,2380.0,2455.0,2588.5,60.82762530298219,615,0.3827091,2.2399635036496357,1.2057205720572055,1.1358452138492872,1.4588019879675649,4.099442,-15.736722514231714,-9.556652491723067,6.1800700225086445,1,21.965021422355864,80.46636699618512,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_493_0,221.9434,2004.0,1135.5,326.0,525.5,428.5,909.5,1953.0,2354.0,2442.5,2595.0,22.360679774997894,666,0.70149773,5.700116686114352,0.8154138915318744,0.8204708290685773,1.7648612945838835,7.439628,-13.337315200010671,-6.611056598367554,6.726258601643117,1,21.97445373283912,80.46609750159988,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_494_0,270.0,445.0,277.0,613.0,733.0,587.0,769.0,955.0,994.0,810.0,814.0,60.82762530298219,337,0.15962778,1.3798977853492334,0.800818553888131,0.5493827160493827,1.6064981949458483,1.997924,-26.227272594043004,-19.44305725836616,6.784215335676844,1,21.862882974551475,79.98100724817533,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_495_0,312.86633,1143.0,1132.0,680.0,712.0,732.0,849.0,908.0,943.0,921.0,956.0,14.142135623730953,309,0.11433757,1.2581967213114753,1.0280898876404494,1.241042345276873,1.0097173144876326,1.3631178,-16.930491424444234,-9.49338441620078,7.437107008243453,1,21.84967773987492,80.22705580449568,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_496_0,63.44231,1679.0,850.0,394.0,546.0,450.0,917.0,2105.0,2541.0,2642.0,2835.0,44.7213595499958,676,0.70892626,5.871111111111111,0.8241758241758241,0.6355034065102195,1.9752941176470589,14.221802,-12.397431196740152,-5.704677720506561,6.692753476233591,1,21.83269958100506,80.36557602130691,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_497_0,245.07939,2547.083333333333,2093.75,1062.3333333333333,1324.9166666666663,1370.6666666666667,1744.25,2366.0,2558.5,2576.0,2681.0,53.85164807134504,335,0.3054054,1.8793774319066148,1.034530473614693,0.9887745859213248,1.2165174129353231,2.2000914,-16.116301216436156,-8.985796139832354,7.130505076603802,1,21.68286059161392,79.7319942514174,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_498_0,-0.0,3094.6666666666665,2479.55,766.875,993.0,1184.1666666666663,1528.0,1985.8,2206.333333333333,2368.25,2494.875,10.0,340,0.3333177,1.9999296270232236,1.1925142665323931,1.3067314120834652,1.2480759277557083,1.8543341,-16.534150556027672,-9.63087855307901,6.903272002948663,1,21.683399580784396,79.73361121892881,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_499_0,328.78546,1759.0,947.0,489.0,657.0,588.0,1116.0,2237.0,2627.0,2688.0,2957.0,44.7213595499958,645,0.64102566,4.571428571428571,0.8949771689497716,0.6543898809523809,1.8574445617740232,16.848759,-16.432494436503358,-10.00841176431253,6.424082672190828,1,21.833777559346,80.3677319779888,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_500_0,340.262,3301.5,2339.0,831.0,1111.0,1340.5,1680.0,2207.5,2473.5,2640.5,2761.5,36.05551275463989,355,0.3265511,1.969787392763894,1.2065706570657069,1.2503313766332134,1.4115006412997009,2.953538,-20.833917949473012,-11.800728000705876,9.033189948767138,1,21.71735589852411,79.74951139945773,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_501_0,121.8044,2029.0,1293.5,691.5,895.0,907.0,1356.5,1941.0,2239.0,2217.0,2426.5,50.0,275,0.41933417,2.444321940463065,1.0134078212290505,0.9152007216959857,1.568612292230383,3.5153315,-17.070804422716442,-10.429010234786968,6.641794187929474,1,21.53409958056373,79.98235472110152,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_502_0,28.288986,2501.5,1772.5,693.0,925.5,1032.5,1404.0,2056.5,2277.0,2377.5,2570.5,53.85164807134504,357,0.39442816,2.3026634382566584,1.1156131820637494,1.0521556256572029,1.411283497884344,2.1056247,-17.556510490690908,-10.662447733151952,6.894062757538956,1,21.71600842559793,79.7513978615544,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_503_0,151.68631,2048.0,1224.0,522.0,775.0,619.0,1035.0,1415.0,1522.0,1520.0,1675.0,31.6227766016838,342,0.42122486,2.455573505654281,0.7987096774193548,1.3473684210526315,1.673202614379085,4.20655,-23.46850471712265,-15.083669607077164,8.384835110045485,1,21.86423044747765,79.9799292698344,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_504_0,13.461466,2085.0,1228.0,592.0,767.0,808.0,1195.0,1896.0,2132.0,2350.0,2396.0,42.426406871192846,312,0.48828372,2.9084158415841586,1.0534550195567145,0.8872340425531915,1.6978827361563518,8.519872,-15.53755758214589,-9.154002651049966,6.383554931095924,1,21.81760788423185,80.16749750115855,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_505_0,215.71196,2558.5,1769.5,471.0,652.0,750.5,1138.5,1785.0,2070.5,2198.0,2330.0,63.24555320336759,654,0.49092758,2.9287141905396403,1.1510736196319018,1.164012738853503,1.4458886691155697,6.821293,-16.3815703516103,-9.636875411703322,6.744694939906978,1,21.97364524908341,80.46501952325893,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_506_0,245.09988,2126.0,1237.0,565.0,737.0,799.0,1184.0,1838.0,2062.0,2288.0,2359.0,53.85164807134504,307,0.4823453,2.8635794743429286,1.0841248303934872,0.9291958041958042,1.7186742118027485,2.2017846,-16.430223704101444,-9.67652369468549,6.7537000094159545,1,21.81733838964661,80.16534154447666,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_507_0,270.0,2787.5,2371.5,1011.75,1265.5,1351.0,1758.0,2066.333333333333,2227.333333333333,2222.833333333333,2390.0,50.99019513592785,340,0.24394907,1.6453244510239329,1.067562228368234,1.2540301417110296,1.175416403120388,1.9954089,-15.568402424257805,-6.453233938766692,9.115168485491113,1,21.682052107858212,79.73361121892881,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_508_0,270.0,1534.5,724.0,379.0,520.0,398.5,827.0,1727.0,2026.5,2220.5,2294.5,63.24555320336759,437,0.6956854,5.5721455457967375,0.7663461538461539,0.691060571943256,2.119475138121547,1.999842,-13.70346151794518,-7.2347034379248125,6.468758080020367,1,21.99951672926605,80.23163721244468,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,BIOTITE SCHIST,,PALAEOPROTEROZOIC-BIOTITE-SCHIST
1_509_0,-0.0,2450.0,1576.5,645.1666666666666,845.0,862.5,1292.0,2140.0,2387.5,2491.0,2623.0,40.0,335,0.48561203,2.888115942028985,1.0207100591715976,0.9835407466880772,1.5540754836663495,0.0,-13.727217361927416,-8.391655888703225,5.335561473224191,1,21.684477559125337,79.73334172434359,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_510_0,256.93613,1188.0,957.0,627.0,710.0,687.0,889.0,1128.0,1190.0,1176.0,1235.0,58.30951894845301,313,0.26247987,1.7117903930131004,0.967605633802817,1.010204081632653,1.2413793103448276,8.151101,-15.903117905746896,-8.252340786160218,7.650777119586678,1,21.848599761533976,80.22759479366614,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_511_0,270.0,1331.0,1221.0,653.0,740.0,749.0,917.0,1107.0,1184.0,1240.0,1266.0,36.05551275463989,308,0.24685772,1.6555407209612818,1.012162162162162,1.0733870967741936,1.09009009009009,1.9977337,-15.273712462473146,-8.598758486765952,6.674953975707194,1,21.849138750704444,80.22624732073997,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_512_0,270.0,2770.0,2229.0,977.25,1139.3333333333333,1268.0,1522.0,1987.5,2187.0,2328.5,2399.5,30.0,338,0.29487002,1.836356466876972,1.1129315389116443,1.1896070431608332,1.2427097353073129,1.9954282,-17.411391063013625,-9.498699795384784,7.912691267628841,1,21.683399580784396,79.73253324058788,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_513_0,312.86633,864.0,721.0,559.0,574.0,566.0,707.0,801.0,826.0,747.0,824.0,41.23105625617661,313,0.13785225,1.3197879858657244,0.9860627177700348,1.1566265060240963,1.1983356449375866,4.0831985,-10.342976198668213,-4.061518296317035,6.281457902351177,1,21.84967773987492,80.22786428825138,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_514_0,344.92847,2272.0,1571.0,632.0,804.0,901.0,1230.0,1857.0,2071.0,2327.0,2396.0,53.85164807134504,316,0.44175962,2.5826859045504995,1.1206467661691542,0.9763644177052,1.446212603437301,3.8363822,-15.995969417906869,-8.727097333560081,7.2688720843467856,1,21.81733838964661,80.16803649032902,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_515_0,270.0,1245.0,1035.0,683.0,739.0,758.0,859.0,1032.0,1078.0,1054.0,1111.0,60.82762530298219,306,0.16335541,1.3905013192612137,1.0257104194857916,1.181214421252372,1.2028985507246377,1.997722,-14.749214902000007,-8.424439622838023,6.324775279161985,1,21.84833026694874,80.2265168153252,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_516_0,270.0,396.0,270.0,534.0,786.0,634.0,739.0,578.0,601.0,541.0,528.0,20.0,283,-0.07914893,0.8533123028391167,0.806615776081425,0.7319778188539742,1.4666666666666666,0.99641186,-26.65098819157809,-20.43083772437857,6.22015046719952,1,21.450017269970143,79.7672980420833,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_517_0,199.73366,2567.0,1954.1666666666663,819.8,1086.7777777777778,1119.25,1577.875,2204.375,2377.166666666667,2523.0,2587.0,53.85164807134504,324,0.38540736,2.2541880723698906,1.029879357938861,1.017439556084027,1.3136034115138593,2.9534574,-19.618652541455404,-12.853246783095198,6.765405758360206,1,21.68286059161392,79.72337042468986,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_518_0,164.94193,2481.5,2098.833333333333,782.0,1005.4285714285714,1131.0,1484.8,1795.0,1946.0,1965.75,2053.0,28.284271247461906,326,0.2695568,1.7380636604774535,1.1248934356351237,1.2623680529060155,1.1823235130628127,3.8361402,-15.956197207912933,-8.868348853745932,7.087848354167001,1,21.68286059161392,79.72417890844557,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_519_0,-0.0,1585.0,764.5,399.0,562.0,442.5,857.0,1943.5,2280.5,2418.5,2478.5,67.0820393249937,454,0.69066757,5.465536723163842,0.7873665480427047,0.6553648955964441,2.0732504905166778,6.464861,-15.185260341343188,-8.406510638922295,6.7787497024208925,1,21.99924723468082,80.23487114746752,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,BIOTITE SCHIST,,PALAEOPROTEROZOIC-BIOTITE-SCHIST
1_520_0,287.23624,2700.0,1955.0,737.0,1032.0,1161.0,1554.0,1957.0,2098.0,2115.0,2353.0,41.23105625617661,287,0.2912088,1.821705426356589,1.125,1.2765957446808511,1.381074168797954,3.1270041,-22.12439500792629,-13.03909426229427,9.08530074563202,1,21.45028676455538,79.76568107457189,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_521_0,215.65666,2816.5,2313.0,971.5,1250.5833333333337,1518.3333333333337,1743.5,2040.5,2156.5,2207.25,2322.416666666667,41.23105625617661,326,0.18491511,1.4537321624588364,1.214100086626241,1.2760221995696002,1.217682663207955,3.420409,-13.557555843734471,-2.0315561109083964,11.525999732826076,1,21.68232160244345,79.7244484030308,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_522_0,47.071068,2772.5,1850.5,694.0,920.0,1001.0,1395.0,2062.5,2338.0,2491.5,2597.5,30.0,274,0.42677164,2.489010989010989,1.0880434782608697,1.1127834637768412,1.4982437179140773,2.7214975,-16.282355459706697,-10.052943301582417,6.229412158124282,1,21.53409958056373,79.98343269944246,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_523_0,47.107365,2481.5,1692.0,657.5,906.5,932.5,1315.5,2158.0,2432.5,2598.5,2740.0,70.71067811865476,358,0.471821,2.7865951742627346,1.0286817429674573,0.9549740234750818,1.4666075650118204,1.3624445,-17.498627736670354,-10.116066394812922,7.382561341857432,1,21.717894887694584,79.7513978615544,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_524_0,119.14164,2385.428571428572,2070.0,735.9230769230769,949.6,1071.7777777777778,1355.25,1568.8333333333337,1692.3333333333337,1764.375,1831.875,10.0,325,0.24420308,1.6462134563549655,1.128662360760086,1.3519963564596935,1.1523809523809525,5.695016,-13.867155500908506,-5.329674023378529,8.537481477529976,1,21.68313008619916,79.72471789761603,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_525_0,180.0,1841.0,1151.0,550.0,764.0,846.0,1176.0,1788.0,2034.0,2239.0,2320.0,14.142135623730953,313,0.4515397,2.6465721040189125,1.1073298429319371,0.8222420723537294,1.5994787141615987,3.7047918,-16.10006414688095,-8.754240704877276,7.345823442003674,1,21.81706889506138,80.16695851198808,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_526_0,168.91556,2086.0,1166.0,456.0,641.0,586.0,1066.0,2075.0,2381.0,2472.0,2637.0,50.99019513592785,345,0.61674297,4.2184300341296925,0.9141965678627144,0.8438511326860841,1.7890222984562607,10.28445,-14.80488980276868,-8.26709016186987,6.537799640898809,1,21.86423044747765,79.98208522651628,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_527_0,270.0,2542.5,1724.0,720.0,917.0,1003.5,1388.5,1979.5,2215.5,2270.5,2394.5,53.85164807134504,354,0.3869884,2.262580966616841,1.09432933478735,1.1197974014534244,1.474767981438515,1.9958706,-16.777896095141312,-10.055970529209722,6.72192556593159,1,21.715199941842226,79.74951139945773,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_528_0,55.098118,2564.0,1706.5,608.5,860.0,839.5,1370.5,2357.5,2681.5,2812.5,2947.0,41.23105625617661,277,0.5402519,3.350208457415128,0.9761627906976744,0.9116444444444444,1.5024904775857018,4.8513665,-15.766580767872274,-9.07075110326936,6.695829664602915,1,21.53221311846708,79.98316320485722,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_529_0,132.90294,2183.5,1259.0,502.5,643.0,597.6666666666666,1074.0,1722.75,1960.0,2130.0,2264.333333333333,30.0,325,0.56177443,3.563859453430006,0.9294971487817522,1.0251173708920187,1.7343129467831613,2.7228239,-14.184725775993932,-7.574467405535926,6.610258370458007,1,21.665882432744063,79.66677656179033,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_530_0,227.07074,2694.0,1948.0,682.5,928.5,1101.0,1543.0,2140.0,2428.5,2439.5,2680.0,67.0820393249937,276,0.37805393,2.215712988192552,1.18578352180937,1.1043246566919451,1.3829568788501028,2.7214806,-16.909784920977902,-10.589066546747135,6.320718374230765,1,21.532482613052316,79.98504966695387,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_531_0,227.1002,3077.0,2834.5,1277.0,1497.5,1729.5,2031.0,2291.0,2444.5,2456.5,2572.5,63.24555320336759,341,0.17367415,1.4203527030933796,1.1549248747913188,1.2525951557093429,1.085553007585112,1.3622612,-16.70474678650129,-3.461311231434503,13.243435555066783,1,21.68178261327298,79.73388071351405,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_532_0,19.714954,2929.5,2098.5,734.0,953.5,1145.5,1510.5,2108.0,2346.5,2437.0,2606.0,31.6227766016838,275,0.36050245,2.1274552597119163,1.2013633980073413,1.2020927369716865,1.3959971408148677,2.9531124,-17.153901207725298,-9.834461801394848,7.319439406330451,1,21.53409958056373,79.98316320485722,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_533_0,238.27434,1855.5,1127.0,373.5,567.5,588.0,976.5,1766.5,2061.5,2242.0,2455.0,36.05551275463989,672,0.5844523,3.812925170068027,1.036123348017621,0.8276092774308653,1.6464063886424134,7.0198026,-16.734989311226087,-10.072518567951834,6.662470743274254,1,21.974992722009592,80.46609750159988,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
