system:index,Aspect,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Distance_Mn,Elevation,NDVI,NIR_Red_Ratio,Red_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,Slope,VH,VV,VV_VH_Difference,label,latitude,longitude,.geo,geo_age,geo_supergroup,geo_group,geo_formation,geo_lithology,geo_intrusive,geo_stratigraphy
1_0_0,-0.0,2795.0,2231.0,774.5,929.0,1054.5,1433.5,2026.0,2296.5,2399.0,2562.0,50.0,281,0.3893152,2.2750118539592226,1.135091496232508,1.165068778657774,1.2528014343343792,1.8543341,-16.74050361755398,-6.51489684399158,10.2256067735624,1,21.532482613052316,79.98235472110152,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_1_0,117.96805,2259.5,1922.5,726.4545454545455,886.0,1005.25,1332.0,1692.0,1777.3333333333333,1820.0,1968.0,10.0,325,0.28838155,1.81049490176573,1.1345936794582392,1.2414835164835163,1.175292587776333,7.861023,-12.83681152344607,-2.9653448165125957,9.871466706933475,1,21.683399580784396,79.72498739220127,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_2_0,-0.0,1215.0,1108.0,760.0,786.0,842.0,952.0,1043.0,1092.0,1072.0,1112.0,53.85164807134504,303,0.12016719,1.2731591448931117,1.0712468193384224,1.1333955223880596,1.0965703971119134,0.92740995,-18.026294642301885,-9.263367236385282,8.762927405916603,1,21.850486223630625,80.22543883698425,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_3_0,132.86362,2704.0,1901.0,632.0,835.0,853.0,1377.0,2080.0,2229.0,2208.0,2539.0,44.7213595499958,338,0.4426658,2.5885111371629543,1.0215568862275448,1.2246376811594204,1.422409258285113,5.437397,-19.365576861332418,-11.420793744193611,7.944783117138805,1,21.863421963721947,79.98019876441963,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_4_0,114.95574,2922.0,2035.0,711.0,1066.0,1108.0,1700.0,2444.0,2779.0,2921.0,3076.0,70.71067811865476,285,0.4499876,2.6362815884476536,1.0393996247654784,1.000342348510784,1.4358722358722358,2.1971948,-16.355217141299107,-10.160093052962054,6.195124088337053,1,21.45028676455538,79.76487259081618,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_5_0,19.704397,323.0,222.0,468.0,624.0,515.0,566.0,457.0,456.0,393.0,377.0,50.99019513592785,281,-0.13436124,0.7631067961165049,0.8253205128205128,0.821882951653944,1.454954954954955,2.9529178,-27.383312633349966,-21.587510006435355,5.795802626914611,1,21.449747775384907,79.76810652583902,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_6_0,141.0959,2033.5,1187.5,501.5,663.0,590.1666666666667,1038.0,1699.0,1918.0,2121.0,2213.6666666666665,14.142135623730953,329,0.56464005,3.593900028240609,0.890145801910508,0.9587458745874587,1.7124210526315788,4.756419,-14.934872632412617,-7.5461858593490385,7.388686773063578,1,21.66642142191453,79.66650706720509,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_7_0,-0.0,1206.0,1162.0,703.0,739.0,776.0,864.0,931.0,955.0,953.0,983.0,10.0,308,0.10237131,1.2280927835051547,1.0500676589986468,1.2654774396642183,1.0378657487091223,0.92740995,-16.658393298262897,-9.07213539337138,7.586257904891516,1,21.849947234460156,80.22705580449568,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_8_0,87.34261,1848.0,944.0,396.0,564.0,469.0,928.0,2049.0,2417.0,2390.0,2726.0,31.6227766016838,656,0.67191327,5.095948827292111,0.8315602836879432,0.7732217573221757,1.957627118644068,19.246607,-12.35740797430669,-6.44666380763681,5.910744166669881,1,21.833508064760768,80.36584551589215,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_9_0,28.245031,1772.0,1345.0,694.0,988.0,1017.0,1316.0,1366.0,1507.0,1392.0,1430.0,10.0,284,0.15566625,1.368731563421829,1.029352226720648,1.2729885057471264,1.317472118959108,4.203849,-25.442450753307767,-15.131351944055872,10.311098809251895,1,21.449747775384907,79.76675905291283,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_10_0,180.0,2345.0,1486.0,484.0,700.0,614.0,1141.0,1820.0,2214.0,2035.0,2324.0,31.6227766016838,346,0.53642887,3.314332247557003,0.8771428571428571,1.1523341523341524,1.5780619111709286,10.096576,-15.126631246847786,-8.98243219415493,6.144199052692857,1,21.86423044747765,79.98154623734581,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_11_0,72.763725,605.0,420.0,590.0,806.0,789.0,987.0,855.0,934.0,804.0,782.0,0.0,283,0.009416196,1.0190114068441063,0.978908188585608,0.7524875621890548,1.4404761904761905,3.1269987,-25.95427472113268,-19.030256910062803,6.924017811069877,1,21.450017269970143,79.76675905291283,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_12_0,160.26842,1995.5,1104.5,472.1666666666667,648.1666666666666,532.0,1055.9333333333334,1846.0,2170.0,2329.0,2438.6666666666665,41.23105625617661,329,0.62810206,4.37781954887218,0.8207765492414503,0.8568054959209961,1.806699864191942,2.9534192,-13.821060544502242,-6.65454807424879,7.166512470253451,1,21.66642142191453,79.66785454013127,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_13_0,173.18132,2752.916666666667,2488.0,997.4444444444443,1242.75,1477.0,1756.3000000000002,1902.0,2041.25,2001.5,2118.5,67.0820393249937,333,0.15078339,1.355111712931618,1.1884932609132972,1.375426763260888,1.1064777599142552,8.347319,-15.661536965996776,-7.937485815110833,7.724051150885943,1,21.68501654829581,79.72552638137175,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_14_0,139.21646,1589.5,1039.0,399.5,622.0,558.5,925.5,1506.0,1692.0,1655.5,1948.5,67.0820393249937,655,0.49548328,2.964189794091316,0.8979099678456591,0.9601328903654484,1.5298363811357074,6.101449,-13.950589131729249,-6.745970843968488,7.204618287760761,1,21.974992722009592,80.46825345828177,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_15_0,312.89273,2150.0,1287.0,650.0,850.5,790.5,1228.5,1847.0,2020.0,2146.0,2235.5,42.426406871192846,355,0.46160394,2.7147375079063885,0.929453262786596,1.0018639328984156,1.6705516705516703,1.3624417,-19.351591257944342,-11.52569619838368,7.825895059560667,1,21.71735589852411,79.7492419048725,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_16_0,312.86606,1975.0,1850.0,1199.0,1294.0,1325.0,1452.0,1561.0,1706.0,1670.0,1771.0,40.0,309,0.11519199,1.260377358490566,1.0239567233384854,1.1826347305389222,1.0675675675675675,1.3631248,-11.276311220083992,3.1708245885231285,14.447135808607122,1,21.851025212801098,80.22678630991044,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_17_0,352.76862,1623.0,782.0,388.0,543.5,429.0,863.0,1897.5,2254.5,2383.5,2475.5,50.0,452,0.69493335,5.555944055944056,0.7893284268629255,0.6809314033983638,2.075447570332481,15.503938,-14.889591169181044,-8.935910531885149,5.953680637295895,1,21.99924723468082,80.23433215829704,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,BIOTITE SCHIST,,PALAEOPROTEROZOIC-BIOTITE-SCHIST
1_18_0,-0.0,2992.5,2108.0,838.0,1064.0,1257.0,1605.5,2139.0,2367.0,2527.5,2605.5,40.0,355,0.33571145,2.010739856801909,1.181390977443609,1.1839762611275964,1.4195920303605314,1.8543341,-17.577902577922597,-9.624032091041144,7.953870486881453,1,21.716547414768403,79.74897241028727,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_19_0,270.0,2056.0,1375.0,578.0,781.0,899.0,1242.0,1858.0,2083.0,2220.0,2300.0,50.99019513592785,307,0.42353317,2.469410456062292,1.151088348271447,0.926126126126126,1.4952727272727273,1.997284,-16.799579567173737,-9.791919128451422,7.007660438722315,1,21.81706889506138,80.16534154447666,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_20_0,-0.0,3133.25,2192.25,796.5,1072.4,1182.3333333333337,1619.25,2424.666666666667,2739.5,2780.5,3055.75,50.99019513592785,335,0.4032889,2.351705666760642,1.1025115006838244,1.126865671641791,1.4292393659482268,0.92740995,-17.526833431830337,-9.671804195490736,7.8550292363396,1,21.684747053710574,79.73307222975835,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_21_0,35.62868,2236.0,1447.0,740.0,990.5,922.5,1425.5,2193.0,2516.5,2585.0,2676.5,50.99019513592785,277,0.47398433,2.8021680216802167,0.9313478041393236,0.8649903288201161,1.5452660677263304,3.4192142,-16.647097195649,-9.299976052266048,7.347121143382953,1,21.533021602222785,79.98208522651628,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_22_0,114.922806,2212.0,1311.0,512.6875,651.6,604.125,1037.75,1756.5,2102.25,2222.6666666666665,2346.6666666666665,72.11102550927978,333,0.572572,3.679150286226636,0.9271408839779004,0.9952009598080384,1.6872616323417238,2.1999102,-14.12688843925798,-7.300430011671852,6.826458427586126,1,21.668307884011185,79.66569858344938,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_23_0,299.09335,2919.5,2162.0,670.5,962.0,1208.0,1603.5,2106.0,2288.0,2474.5,2509.5,40.0,622,0.34392396,2.0484271523178808,1.2557172557172558,1.1798343099616084,1.3503700277520814,5.703582,-17.426645343913194,-10.28947308274318,7.137172261170015,1,21.96663838986728,80.46555851242941,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_24_0,90.0,2957.5,2483.6666666666665,1131.75,1376.0,1577.5,1821.3333333333333,2254.5,2556.5,2708.5,2730.25,70.0,340,0.2638824,1.7169572107765452,1.146438953488372,1.0919328041351302,1.190779761105892,1.9954282,-13.912259572879504,-3.595293672681664,10.31696590019784,1,21.683399580784396,79.73522818644024,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_25_0,72.763756,1345.0,824.0,586.0,881.0,871.0,1122.0,1292.0,1265.0,1275.0,1367.0,22.360679774997894,287,0.18825722,1.4638346727898968,0.9886492622020432,1.0549019607843138,1.6322815533980584,3.1270041,-24.00747610143081,-16.379101566978452,7.628374534452359,1,21.45028676455538,79.76622006374237,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_26_0,350.58963,1712.0,893.0,431.0,583.0,496.0,923.0,1865.0,2186.0,2322.0,2439.0,22.360679774997894,637,0.6479773,4.681451612903226,0.8507718696397941,0.7372954349698536,1.9171332586786116,12.041387,-14.722354643909783,-8.29968394220523,6.422670701704556,1,21.833777559346,80.36692349423308,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_27_0,294.95554,2409.0,1585.0,558.0,827.0,817.0,1398.0,2375.0,2577.0,2705.0,2980.0,63.24555320336759,290,0.5360591,3.310893512851897,0.9879081015719468,0.8905730129390018,1.5198738170347004,4.3879805,-16.483337290245128,-10.953130881251004,5.530206408994125,1,21.45163423748156,79.76622006374237,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_28_0,245.12794,1475.5,660.5,371.0,528.0,395.0,796.0,1811.5,2129.5,2360.5,2396.5,30.0,444,0.71330065,5.975949367088608,0.7481060606060606,0.6250794323236603,2.233913701741105,2.2041082,-14.677414428206616,-7.822206763022406,6.855207665184212,1,22.000055718436524,80.23244569620039,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,BIOTITE SCHIST,,PALAEOPROTEROZOIC-BIOTITE-SCHIST
1_29_0,180.0,2930.6666666666665,2666.2,1181.1666666666667,1448.6666666666667,1744.0,1972.5,2098.0,2151.6666666666665,2121.0,2271.1,40.0,333,0.09754205,1.2161697247706422,1.203865623561896,1.3817381738173815,1.099192358662766,6.464861,-17.99636771370316,-9.060553072504678,8.935814641198483,1,21.683399580784396,79.7236399192751,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_30_0,-0.0,641.0,455.0,459.0,587.5,525.5,699.0,702.0,747.0,665.0,693.0,53.85164807134504,354,0.11717766,1.2654614652711702,0.894468085106383,0.9639097744360904,1.408791208791209,0.0,-19.664684633234724,-12.910420766095603,6.75426386713912,1,21.717086403938875,79.74870291570203,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_31_0,132.89935,2738.75,2480.5,972.4285714285714,1204.0,1437.2333333333331,1696.5,1756.5,1877.0,1859.6666666666667,1960.0,20.0,330,0.12813047,1.293921191177494,1.193715393133998,1.4727101631116688,1.104112074178593,6.7808104,-19.270442419062466,-8.625557188239036,10.644885230823428,1,21.683938569954865,79.72471789761603,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_32_0,270.0,2510.0,1622.0,702.5,903.0,971.5,1323.5,1933.0,2141.0,2287.0,2358.5,50.0,354,0.40371338,2.354091610910962,1.075858250276855,1.0975076519457805,1.5474722564734895,0.99824005,-18.191651536553547,-10.895872445587738,7.295779090965809,1,21.715469436427465,79.7492419048725,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_33_0,90.0,2674.5,1636.5,526.625,695.4,693.3333333333334,1198.5,1969.0,2244.0,2376.6666666666665,2602.0,30.0,331,0.5483171,3.427884615384615,0.9970280893490556,1.1253155680224405,1.634280476626948,0.9979014,-15.834273371492731,-8.760674443093038,7.073598928399694,1,21.66669091649977,79.66596807803462,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_34_0,227.07095,2373.0,1666.5,672.5,871.0,940.5,1362.0,2068.0,2362.5,2420.5,2563.0,22.360679774997894,277,0.44034514,2.5736310473152577,1.0797933409873708,0.9803759553811195,1.423942394239424,1.3615139,-18.586547661130854,-10.537375344827051,8.049172316303805,1,21.533560591393258,79.982893710272,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_35_0,256.09958,2118.0,1137.0,559.0,760.0,786.0,1299.0,2125.0,2365.0,2551.0,2731.0,41.23105625617661,356,0.5289182,3.2455470737913488,1.0342105263157897,0.8302626421011368,1.8627968337730871,15.084584,-17.299431024784163,-11.121957876059676,6.177473148724488,1,21.865577920403837,79.98046825900487,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_36_0,90.0,2376.5,1593.0,407.5,602.5,627.5,1087.5,2039.0,2336.5,2412.5,2561.0,50.0,663,0.5871711,3.8446215139442232,1.04149377593361,0.985077720207254,1.4918392969240426,1.9995018,-13.766617708530577,-6.361986315388377,7.4046313931422,1,21.975262216594825,80.46744497452606,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_37_0,65.04438,1151.0,900.0,694.0,856.0,837.0,1129.0,1128.0,1182.0,1092.0,1191.0,41.23105625617661,282,0.13219285,1.3046594982078854,0.977803738317757,1.054029304029304,1.278888888888889,2.197205,-26.055303343302786,-15.246630193485974,10.808673149816808,1,21.451095248311084,79.76702854749807,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_38_0,187.66144,2761.25,2045.25,604.75,782.0,914.0,1305.5,1862.0,2131.5,2223.0,2468.0,60.82762530298219,339,0.41727766,2.4321663019693656,1.1687979539641944,1.24212775528565,1.3500794523896835,7.4445815,-13.568756207552644,-6.595006657442498,6.973749550110146,1,21.68501654829581,79.72498739220127,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_39_0,218.96274,2310.5,1611.5,560.5,799.5,896.0,1297.5,1939.5,2176.0,2199.5,2493.0,36.05551275463989,623,0.42109513,2.454799107142857,1.1207004377736085,1.05046601500341,1.4337573689109526,4.7603364,-15.043468814793936,-8.220132409500273,6.823336405293663,1,21.96609940069681,80.46582800701465,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_40_0,47.15705,1969.5,1265.5,442.5,652.5,632.0,1081.5,2027.5,2391.5,2440.5,2479.5,22.360679774997894,624,0.5886086,3.861550632911392,0.9685823754789272,0.8070067609096496,1.5563018569735283,2.7258918,-15.12587820212804,-6.895219943393602,8.230658258734437,1,21.96636889528204,80.46609750159988,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_41_0,-0.0,1868.0,1109.5,721.5,964.5,895.5,1381.0,2216.0,2598.0,2692.5,2743.0,70.71067811865476,278,0.50083613,3.006700167504188,0.9284603421461898,0.6937790157845868,1.683641279855791,0.92740995,-16.853220003144873,-9.165653210291143,7.687566792853728,1,21.533021602222785,79.98154623734581,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_42_0,107.20635,3096.5,2309.0,764.0,1030.0,1279.5,1675.0,2209.5,2445.5,2511.5,2672.5,72.11102550927978,356,0.32498023,1.9628761234857368,1.242233009708738,1.2329285287676688,1.341056734517107,3.132262,-17.731964378012282,-9.88110908726406,7.850855290748223,1,21.717625393109348,79.75166735613962,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_43_0,270.0,2690.25,2347.5,1070.25,1326.5,1497.0,1726.5,1939.5,2077.0,2241.5,2262.0,41.23105625617661,337,0.19914404,1.497327989311957,1.1285337353938938,1.2002007584207004,1.146006389776358,1.9954243,-16.433456123762575,-5.346586010571257,11.086870113191315,1,21.68313008619916,79.73226374600264,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_44_0,274.82864,2207.5,1465.3333333333333,669.0,830.8,796.6666666666666,1189.4666666666667,2075.833333333333,2288.416666666667,2436.5,2601.5,72.80109889280519,331,0.5071911,3.0583682008368203,0.9589151019098058,0.9060127231684794,1.5064831665150138,10.88555,-18.338857056130852,-11.84320511314513,6.495651942985726,1,21.683938569954865,79.72283143551938,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_45_0,107.1773,1550.5,809.0,284.5,484.0,335.0,764.5,1622.5,1961.0,2148.5,2229.5,40.0,654,0.7302194,6.413432835820895,0.6921487603305785,0.7216662787991622,1.916563658838072,12.366441,-12.975735805388316,-6.273818124838563,6.701917680549752,1,21.974184238253883,80.4677144691113,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,GONDITE/MANGANESE ORE,,PALAEOPROTEROZOIC-GONDITE-MANGANESE-ORE
1_46_0,132.84128,2466.0,1590.5,414.0,596.5,658.0,1135.5,1926.5,2184.5,2341.5,2521.5,20.0,671,0.5612602,3.5585106382978724,1.1031014249790445,1.0531710442024342,1.5504558314995285,5.4396696,-12.645921239069308,-6.30971380844956,6.336207430619748,1,21.97472322742436,80.46663649077036,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_47_0,245.07695,1844.0,1028.0,484.25,655.1,558.8333333333333,995.0,1725.3333333333337,1934.5,2205.75,2225.5,20.0,331,0.5957197,3.9470623322397858,0.8530504248715207,0.8359968264762553,1.793774319066148,2.1998894,-14.210394594402684,-8.1090222183309,6.101372376071785,1,21.66669091649977,79.6673155509608,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_48_0,270.0,2056.0,1375.0,578.0,781.0,899.0,1242.0,1858.0,2083.0,2220.0,2300.0,50.99019513592785,307,0.42353317,2.469410456062292,1.151088348271447,0.926126126126126,1.4952727272727273,1.997284,-16.799579567173737,-9.791919128451422,7.007660438722315,1,21.81706889506138,80.16534154447666,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,PHYLLITE,,PALAEOPROTEROZOIC-PHYLLITE
1_49_0,141.13742,3193.0,2458.0,868.0,1157.0,1264.0,1744.0,2234.0,2402.0,2446.0,2686.0,50.99019513592785,290,0.3185984,1.935126582278481,1.0924805531547104,1.30539656582175,1.2990235964198535,4.753654,-22.498149027101157,-14.996309978180948,7.501839048920205,1,21.45136474289632,79.76648955832759,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,CHORBAOLI,QUARTZITE,,PALAEOPROTEROZOIC-QUARTZITE
1_50_0,47.097393,2465.5,1522.0,499.5,653.2,649.6666666666667,1073.6666666666667,1739.0,1976.6666666666667,2108.0,2151.5,50.0,333,0.52882874,3.2447408927655204,0.9945907328026128,1.1695920303605314,1.6199080157687251,2.7228408,-14.577647518329568,-8.34753143816179,6.230116080167777,1,21.66749940025548,79.66569858344938,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_51_0,47.07101,2809.5,1999.0,733.5,938.5,1078.0,1486.5,2052.5,2259.5,2382.5,2519.0,22.360679774997894,277,0.37696865,2.2101113172541744,1.1486414491209376,1.1792235047219308,1.4054527263631815,2.7214947,-19.332827066533355,-10.806753367501216,8.526073699032139,1,21.533830085978494,79.98316320485722,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_52_0,238.22191,2918.0,2520.0,993.0,1269.5,1433.0,1689.25,1984.0,2204.5,2307.5,2402.833333333333,36.05551275463989,340,0.23379228,1.610258199581298,1.1287908625443088,1.2645720476706392,1.157936507936508,3.5179303,-15.123524248567188,-4.764344738030238,10.35917951053695,1,21.682591097028688,79.73280273517311,"{""type"":""MultiPoint"",""coordinates"":[]}",ARCHAEAN,,TIRODI GNEISSIC COMPLEX,,GNEISS/MIGMATITE,,ARCHAEAN-GNEISS-MIGMATITE
1_53_0,227.10042,2108.0,1387.1666666666663,624.0,816.2,785.5,1204.2,1991.0,2237.625,2406.75,2392.166666666667,63.24555320336759,324,0.5078706,3.063971992361553,0.9623866699338396,0.8758699491014854,1.5196443590051665,1.3622669,-19.09591221023029,-11.377910496436389,7.7180017137939,1,21.68286059161392,79.72310093010462,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,SCHIST,,PALAEOPROTEROZOIC-SCHIST
1_54_0,342.07056,1580.0,742.5,380.5,505.5,422.0,831.0,1793.0,2166.5,2214.5,2342.5,36.05551275463989,452,0.67987865,5.247630331753554,0.8348170128585559,0.7134793407089637,2.127946127946128,9.65586,-14.6627964665109,-7.707295049455653,6.955501417055248,1,21.99924723468082,80.23379316912657,"{""type"":""MultiPoint"",""coordinates"":[]}",PALAEOPROTEROZOIC,,SAUSAR,MANSAR,BIOTITE SCHIST,,PALAEOPROTEROZOIC-BIOTITE-SCHIST
