system:index,Aspect,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,latitude,longitude,.geo
109_103_0,100.48094,3035.0,2116.0,579.0,748.0,927.0,1271.0,1797.0,2014.0,2198.0,2303.0,1.43431,564.0,0.96269333,1.6010363,0.019007882,-0.15994649,0.2887521,0.40672,2.3710895,1.0387523,1.2393048,4.0574865,1.3808007,0.69719934,3.274002,2.5476542,-19.244896,-13.22183,6.023067,22.335,80.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_104_0,245.18161,2897.0,1987.0,553.0,703.0,893.0,1201.0,1661.0,1882.0,2076.0,2206.0,1.4579768,549.0,0.9571291,1.6148282,0.021904996,-0.1650915,0.2949809,0.39845064,2.324748,1.0447911,1.2702702,4.12091,1.395472,0.685882,3.2441208,3.3108032,-18.171085,-12.4376335,5.733453,22.345,80.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_105_0,112.80113,1340.0,612.0,322.0,451.0,348.0,707.0,1637.0,1961.0,2046.0,2221.0,2.1895425,559.0,0.29912025,1.0807453,0.5395034,0.20850562,0.5170765,0.70927316,5.87931,3.3431373,0.7716186,2.9711752,0.65493643,0.45671642,3.8505747,5.9616823,-13.506911,-6.4331565,7.073755,22.355,80.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_106_0,278.76205,1554.0,1009.0,464.0,621.0,597.0,970.0,1605.0,1902.0,1918.0,2061.0,1.5401387,542.0,0.5260688,1.2866379,0.3105569,0.10483871,0.3599472,0.5252485,3.2127304,1.900892,0.96135265,2.5024154,0.810219,0.6492922,2.6030152,6.065884,-15.384534,-8.396364,6.988169,22.365,80.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_107_0,198.40453,1357.0,678.0,325.0,448.0,367.0,735.0,1654.0,1959.0,2065.0,2209.0,2.0014749,548.0,0.3283293,1.1292307,0.50565076,0.20689656,0.5006794,0.6981908,5.626703,3.0457227,0.8191964,3.029018,0.6571429,0.49963155,3.6975477,6.3278213,-14.805884,-7.8877163,6.9181676,22.375,80.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_108_0,309.41705,1491.0,1165.0,594.0,728.0,758.0,991.0,1248.0,1378.0,1448.0,1525.0,1.2798283,525.0,0.80455804,1.2760943,0.10830463,-0.014630827,0.21224165,0.31278333,1.9102902,1.2429185,1.0412087,2.0480769,1.0296961,0.7813548,1.9670185,5.8226967,-15.853106,-9.974484,5.878621,22.385,80.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0_0,81.17378,2310.0,1682.0,610.0,785.5,914.0,1328.0,1795.0,1974.5,1997.5,2127.5,1.373365,497.0,0.8420526,1.4983606,0.08574535,-0.07254788,0.23137029,0.37214494,2.1854486,1.1875743,1.1635901,2.940802,1.1564455,0.7281385,2.5273523,8.992519,-13.589888,-6.5867195,7.003168,21.305,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_1_0,62.636,2655.5,1885.5,553.5,717.0,763.0,1253.0,1774.5,1998.0,2076.5,2259.5,1.4083798,457.0,0.9080183,1.3785005,0.048207976,-0.12235841,0.28654805,0.46258143,2.7214942,1.1012994,1.0641562,3.7036262,1.2788346,0.7100358,3.4803407,5.0316644,-15.182266,-8.290235,6.892031,21.315,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_2_0,52.1786,1871.0,1130.0,412.0,581.0,506.0,1009.0,1826.0,2244.0,2295.0,2499.0,1.6557522,412.0,0.49237472,1.2281554,0.34014598,0.10177629,0.42474344,0.6387005,4.535573,2.0309734,0.8709122,3.2203097,0.8152505,0.6039551,3.6976285,11.199189,-12.940346,-5.596813,7.3435326,21.325,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_3_0,149.18684,2342.0,1525.0,436.0,604.0,637.0,1053.0,1657.0,1942.0,2047.0,2163.0,1.5357378,452.0,0.7449927,1.4610091,0.14613661,-0.06721349,0.34514925,0.5253353,3.2135007,1.342295,1.0546358,3.8774834,1.1441133,0.65115285,3.676609,4.848089,-15.188541,-8.203473,6.985069,21.335,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_4_0,264.6788,1822.0,930.0,448.0,603.0,510.0,926.0,1901.0,2295.0,2406.0,2527.0,1.9591398,476.0,0.38653368,1.1383928,0.44244605,0.13812678,0.4636548,0.6502058,4.717647,2.5870967,0.84577113,3.0215588,0.7572735,0.51042813,3.572549,4.9879103,-14.729761,-7.9861794,6.743582,21.345,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_5_0,153.63863,1677.0,803.0,391.0,565.0,479.0,845.0,1854.0,2263.0,2449.0,2480.0,2.0884185,367.0,0.32788894,1.2250639,0.50615007,0.18710616,0.49172932,0.6728142,5.112735,3.0498133,0.8477876,2.9681416,0.6847693,0.47883123,3.5010438,6.697689,-13.343916,-6.6485233,6.6953926,21.355,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_6_0,129.96811,1655.0,906.0,383.0,547.0,452.0,865.0,1737.0,2127.0,2267.0,2331.0,1.8267108,352.0,0.39964712,1.1801567,0.42893162,0.15604283,0.45869836,0.6675248,5.0154867,2.5022075,0.8263254,3.0255942,0.7300397,0.547432,3.6615045,6.469811,-14.335849,-7.660378,6.6754713,21.365,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_7_0,230.03381,2184.0,1392.0,523.0,684.0,693.0,1197.0,1995.0,2307.0,2352.0,2524.0,1.5689656,435.0,0.59183675,1.3250479,0.25641027,0.037037037,0.35662457,0.5448276,3.3939395,1.6896552,1.0131578,3.1929824,0.9285714,0.63736266,3.1515152,6.4700685,-15.892514,-9.634781,6.2577333,21.375,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_8_0,249.57161,1758.0,1088.0,413.0,590.0,600.0,950.0,1626.0,1857.0,2005.0,2072.0,1.6158088,422.0,0.54264337,1.4527845,0.29647592,0.065639116,0.3712773,0.5393474,3.3416667,1.8428309,1.0169492,2.979661,0.876808,0.6188851,2.93,2.6553864,-15.142985,-8.862849,6.280135,21.384999999999998,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_9_0,10.148575,1882.0,1050.0,391.0,574.0,572.0,920.0,1858.0,2192.0,2321.0,2432.0,1.7923809,457.0,0.4523912,1.4629157,0.37703946,0.104449205,0.45107397,0.60456276,4.0576925,2.2104762,0.9965157,3.2787457,0.8108574,0.5579171,3.2902098,2.824409,-15.580806,-8.490308,7.0904975,21.395,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_10_0,31.139235,1753.0,913.0,396.0,581.0,506.0,917.0,1905.0,2216.0,2253.0,2453.0,1.9200438,450.0,0.40523747,1.2777778,0.423247,0.12481278,0.45578635,0.6332004,4.452569,2.467689,0.8709122,3.0172117,0.77807367,0.52082145,3.464427,8.603761,-13.530149,-6.9439507,6.586199,21.405,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_11_0,322.6814,2157.0,1143.0,573.0,827.0,695.0,1320.0,2457.0,2896.0,3028.0,3138.0,1.8871391,413.0,0.37747687,1.2129145,0.45193,0.16798458,0.4078062,0.6266452,4.3568344,2.649169,0.8403869,2.6082225,0.7123514,0.52990264,3.1035972,17.510529,-16.635242,-10.124544,6.510698,21.415,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_12_0,55.078396,1627.0,849.0,371.0,530.0,444.0,894.0,1880.0,2172.0,2302.0,2467.0,1.9163722,346.0,0.36880973,1.1967655,0.46112347,0.17179944,0.46801546,0.67662054,5.1846848,2.7114253,0.83773583,3.0698113,0.70677674,0.5218193,3.6644144,7.251919,-14.332067,-7.3500905,6.981976,21.425,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_13_0,240.36702,1735.0,893.0,432.0,613.0,584.0,1016.0,1968.0,2284.0,2427.0,2525.0,1.9428891,357.0,0.36794397,1.3518518,0.4620482,0.16626622,0.4261508,0.612089,4.155822,2.7178051,0.9526917,2.8303425,0.7148743,0.51469743,2.9708905,10.207693,-16.089478,-9.172957,6.91652,21.435,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_14_0,321.13867,2723.0,1876.0,574.0,807.0,894.0,1328.0,2069.0,2343.0,2521.0,2687.0,1.4514925,334.0,0.74414915,1.5574913,0.14669092,-0.038520213,0.3384807,0.47642753,2.8199105,1.3438166,1.1078067,3.3742256,1.0801269,0.688946,3.0458612,2.3808825,-16.630398,-8.858032,7.7723656,21.445,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_15_0,60.819977,1615.0,915.0,413.0,542.0,506.0,864.0,1756.0,1975.0,2171.0,2206.0,1.7650273,340.0,0.42146477,1.2251816,0.40699935,0.14685684,0.43713355,0.6219649,4.290514,2.3726776,0.9335793,2.9797049,0.74389684,0.5665635,3.1916995,2.851139,-14.615628,-8.04711,6.5685186,21.455,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_16_0,113.56869,1781.0,931.0,389.0,537.0,494.0,903.0,2014.0,2296.0,2420.0,2546.0,1.9129968,379.0,0.38471073,1.2699229,0.44434497,0.15210664,0.47636998,0.66094714,4.8987856,2.5993555,0.9199255,3.3165736,0.7359504,0.52274,3.6052632,16.890179,-12.722354,-5.644683,7.0776715,21.465,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_17_0,64.51577,1859.0,1065.0,447.0,632.0,586.0,1007.0,2087.0,2444.0,2468.0,2673.0,1.7455399,446.0,0.4315235,1.310962,0.39711294,0.14074416,0.4527174,0.616241,4.211604,2.317371,0.9272152,2.9414556,0.7532415,0.5728887,3.172355,21.556078,-11.960671,-5.0020123,6.958659,21.475,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_18_0,303.61023,2110.0,1234.0,419.0,593.0,634.0,1036.0,2053.0,2379.0,2495.0,2612.0,1.7098866,366.0,0.49458918,1.5131265,0.33816037,0.083604775,0.43201753,0.5947587,3.9353313,2.0218801,1.06914,3.5581787,0.8456914,0.5848341,3.3280756,4.1814656,-14.840613,-6.9968123,7.8438015,21.485,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_19_0,47.06345,3302.0,2420.0,741.0,1032.0,1272.0,1659.0,2201.0,2468.0,2598.0,2749.0,1.3644629,329.0,0.9314858,1.7165992,0.0354723,-0.11932203,0.24727768,0.34263566,2.0424528,1.0735537,1.2325581,3.1996124,1.2709776,0.7328892,2.595912,0.68075716,-18.297735,-10.858051,7.4396834,21.495,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_20_0,227.06541,2835.0,2042.0,696.0,978.0,1189.0,1554.0,2211.0,2467.0,2513.0,2646.0,1.3883448,328.0,0.8125746,1.7083334,0.10340285,-0.060209423,0.26,0.35764453,2.113541,1.2306563,1.2157464,2.898773,1.1281337,0.7202822,2.3843565,0.68078226,-17.781275,-10.637687,7.1435876,21.505,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_21_0,-0.0,2512.0,1696.0,689.0,939.0,1090.0,1516.0,2092.0,2404.0,2466.0,2605.0,1.481132,328.0,0.68775344,1.5820029,0.18500721,-0.009240659,0.26425624,0.38695163,2.2623854,1.4540094,1.1608094,2.6751864,1.0186536,0.6751592,2.3045871,0.0,-17.349417,-9.938346,7.411071,21.515,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_22_0,72.772064,2070.0,1294.0,408.0,597.0,545.0,932.0,2071.0,2367.0,2507.0,2629.0,1.5996909,329.0,0.51615477,1.3357843,0.31912655,0.09547739,0.47655153,0.64285713,4.6,1.9374034,0.9128978,3.4673367,0.82568806,0.62512076,3.798165,3.1284635,-14.478354,-8.194503,6.283852,21.525,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_23_0,294.943,2832.0,2457.0,851.0,1183.0,1509.0,1767.0,1877.0,2032.0,1946.0,2040.0,1.1526252,315.0,1.2625899,1.773208,-0.11605723,-0.18543324,0.071710005,0.12648335,1.2895957,0.79202276,1.2755706,2.3939137,1.4552929,0.86758476,1.8767396,4.390035,-20.054544,-11.749282,8.305263,21.535,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_24_0,307.77957,2531.0,1652.0,463.0,649.0,676.0,1059.0,1964.0,2340.0,2532.0,2585.0,1.5320823,330.0,0.65244865,1.4600432,0.21032505,1.9751136E-4,0.41877058,0.5785536,3.745562,1.5326877,1.0416025,3.8998458,0.99960506,0.65270644,3.744083,3.779412,-15.282876,-8.687123,6.595753,21.544999999999998,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_25_0,150.35063,2071.0,1257.0,378.0,532.0,563.0,972.0,1856.0,2203.0,2360.0,2432.0,1.6475736,350.0,0.5326271,1.489418,0.30494887,0.0652223,0.42890716,0.61477935,4.1918297,1.8774861,1.0582707,3.892857,0.8775424,0.60695314,3.678508,8.996723,-14.015707,-7.0919905,6.9237165,21.555,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_26_0,213.90285,2204.0,1197.0,431.0,777.0,653.0,1348.0,2439.0,2861.0,2942.0,3102.0,1.8412699,515.0,0.40686607,1.5150812,0.42159942,0.14341237,0.3941573,0.6367177,4.5053596,2.457811,0.84041184,2.836551,0.7491502,0.54310346,3.3751915,25.083767,-14.941311,-9.390241,5.5510697,21.565,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_27_0,221.34221,1850.0,944.0,365.0,501.0,495.0,988.0,2017.0,2463.0,2508.0,2761.0,1.9597458,662.0,0.37639552,1.3561643,0.45307067,0.15098669,0.4729261,0.6703297,5.0666666,2.6567798,0.98802394,3.6926148,0.73763955,0.5102703,3.7373738,6.76297,-15.899447,-8.918838,6.9806104,21.575,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_28_0,259.46484,2380.0,1596.0,423.0,563.0,712.0,1131.0,1751.0,2059.0,2166.0,2340.0,1.4912281,687.0,0.7368421,1.6832151,0.15151516,-0.04707435,0.3483146,0.50521195,3.0421348,1.3571428,1.2646537,4.2273536,1.0987996,0.67058825,3.3426967,2.5347042,-16.376652,-9.359929,7.0167217,21.585,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_29_0,58.206345,1758.0,926.0,371.0,561.0,489.0,1028.0,1927.0,2332.0,2433.0,2617.0,1.8984882,694.0,0.3806001,1.3180593,0.44864544,0.16105941,0.43593964,0.66529775,4.97546,2.6274297,0.8716577,3.1336899,0.72256476,0.52673495,3.595092,15.457402,-12.705934,-5.4248953,7.281038,21.595,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_30_0,81.85976,1536.0,803.0,312.0,486.0,458.0,875.0,1702.0,2070.0,2186.0,2309.0,1.9128269,662.0,0.3673376,1.4679487,0.46269655,0.17463729,0.4503769,0.6535552,4.772926,2.7222915,0.9423868,3.1604939,0.7026532,0.52278644,3.3537118,6.521922,-13.771344,-7.1874495,6.583895,21.605,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_31_0,326.0881,1797.6666,980.0,319.45834,555.4,470.2,989.8333,2020.0,2380.0,2512.0,2711.8333,1.8343537,746.0,0.3901274,1.4718665,0.43871707,0.16575141,0.46519586,0.68466234,5.3424077,2.5632653,0.8465971,3.2367063,0.71563166,0.5451511,3.8231957,4.461355,-15.15599,-8.852654,6.3033357,21.615,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_32_0,296.59085,1424.5,668.0,350.0,484.18182,424.0,872.6667,1744.375,2127.0,2285.0,2411.3333,2.132485,661.0,0.29234135,1.2114285,0.54757875,0.23197196,0.46853432,0.68696934,5.389151,3.4206586,0.8757041,2.9420767,0.62341356,0.46893647,3.35967,7.2138743,-15.543439,-9.034911,6.5085273,21.625,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_33_0,55.71875,1579.0,768.0,373.6,521.25,435.0,789.0,1957.0,2363.0,2560.0,2635.5,2.0559895,639.0,0.3,1.1643469,0.53846157,0.23701377,0.5392028,0.70951587,5.8850574,3.3333333,0.8345324,3.0292566,0.61679685,0.4863838,3.629885,17.543629,-12.005763,-5.8524547,6.153309,21.634999999999998,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_34_0,350.2329,2968.0,2084.3333,606.86664,847.1667,1015.0,1454.3334,2180.0,2467.0,2604.5,2760.0,1.4239565,648.0,0.8002816,1.6725255,0.110937335,-0.06523105,0.3098157,0.43914905,2.5660098,1.2495602,1.1981113,3.5034428,1.1395662,0.70226866,2.9241378,11.602896,-16.364094,-9.13127,7.2328243,21.645,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_35_0,143.01448,1742.0,996.0,342.0625,549.25,486.33334,963.0,1760.0,2091.75,2195.0,2320.0,1.748996,670.0,0.45375854,1.4217675,0.37574428,0.11506223,0.41334146,0.6372452,4.5133653,2.2038152,0.8854498,3.1715977,0.79362184,0.5717566,3.5819054,11.456086,-13.447208,-6.5376577,6.90955,21.655,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_36_0,312.90314,3608.0,2726.0,751.0,1013.3333,1271.5,1625.0,2258.3333,2521.5,2673.0,2806.3333,1.3235509,634.0,1.019828,1.6930759,-0.009816633,-0.14886165,0.26658642,0.35530487,2.1022415,0.9805576,1.2547697,3.5605264,1.3497943,0.75554323,2.8375933,4.080386,-17.710514,-10.164869,7.5456443,21.665,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_37_0,278.80417,3192.6667,2276.0,658.13336,928.55554,1119.3334,1505.0,2005.875,2267.0,2487.0,2616.0,1.4027534,628.0,0.9151588,1.7007699,0.04429981,-0.12424438,0.26959476,0.3792402,2.2218583,1.0927066,1.2054565,3.4383152,1.2837421,0.7128837,2.852293,3.0270576,-16.985287,-10.531539,6.4537477,21.675,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_38_0,75.13131,1560.0,851.0,341.6,493.0,403.75,753.3333,1674.0,1974.0,2170.0,2210.0,1.8331375,600.0,0.3921659,1.1819379,0.4366104,0.16353887,0.49156356,0.68625546,5.374613,2.5499413,0.8189655,3.1643002,0.718894,0.5455128,3.8637772,3.609691,-14.058435,-7.0133486,7.0450864,21.685,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_39_0,59.404716,1614.0,845.0,389.0,558.0,462.0,892.0,1916.0,2349.4,2469.25,2579.4,1.9100592,580.0,0.34220916,1.1876607,0.4900807,0.20945325,0.4860863,0.6847761,5.344697,2.9221892,0.827957,2.8924732,0.6536398,0.523544,3.4935064,18.46683,-11.950284,-5.1104083,6.8398757,21.695,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_40_0,203.29301,1468.0,741.0,363.0,506.0,437.0,792.0,1786.0,2104.0,2306.0,2337.0,1.9811066,507.0,0.32133564,1.2038567,0.51361996,0.22204557,0.49376798,0.68137074,5.276888,3.1120107,0.8636364,2.9011858,0.6366002,0.5047684,3.3592677,5.035965,-14.090806,-7.2832417,6.807564,21.705,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_41_0,42.695198,1556.0,723.0,390.0,539.0,428.0,831.0,2013.0,2481.0,2645.0,2696.0,2.152144,680.0,0.27334595,1.097436,0.57066506,0.259224,0.528778,0.72144485,6.1799064,3.6583679,0.7940631,2.8868275,0.5882798,0.46465296,3.635514,8.764581,-14.763671,-8.242252,6.521419,21.715,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_42_0,47.108883,1390.0,700.0,360.0,492.0,414.0,758.0,1699.0,1998.0,2132.0,2237.0,1.9857143,641.0,0.32833022,1.15,0.50564975,0.21067575,0.49382305,0.67478395,5.1497583,3.0457144,0.8414634,2.8252032,0.65196997,0.50359714,3.357488,2.043244,-14.10036,-7.3118997,6.7884607,21.725,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_43_0,340.25967,2688.0,1818.0,574.0,788.0,807.0,1217.0,2002.0,2291.0,2404.0,2617.0,1.4785478,614.0,0.7562396,1.4059234,0.13879678,-0.05577376,0.36515388,0.49735284,2.9789343,1.3223323,1.0241116,3.4111676,1.1181364,0.67633927,3.3308551,7.349915,-16.326435,-9.373576,6.9528594,21.735,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_44_0,275.89233,2766.0,1906.0,555.0,723.0,775.0,1171.0,1928.0,2219.0,2368.0,2554.0,1.4512067,614.0,0.8048986,1.3963964,0.10809546,-0.0775224,0.37127516,0.5068406,3.0554838,1.2423924,1.0719225,3.825726,1.1680744,0.6890817,3.5690322,4.5079923,-17.79614,-11.003502,6.7926393,21.745,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_45_0,341.67062,2001.0,1246.0,473.0,650.0,659.0,1055.0,1817.0,2127.0,2347.0,2448.0,1.605939,623.0,0.5308905,1.3932347,0.30642918,0.07957682,0.39765915,0.5615436,3.5614567,1.8836277,1.0138462,3.0784616,0.85257775,0.62268865,3.036419,6.3250885,-16.158386,-9.47806,6.680325,21.755,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_46_0,114.90811,3334.0,2380.0,600.0,847.0,972.0,1361.0,2012.0,2288.0,2495.0,2609.0,1.4008403,629.0,0.9539078,1.62,0.023589743,-0.1439355,0.31435767,0.43928468,2.5668724,1.0483193,1.1475797,3.9362457,1.3362726,0.71385723,3.430041,1.100968,-16.797579,-10.3120985,6.4854803,21.765,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_47_0,294.9066,3138.0,2037.0,620.0,795.0,949.0,1298.0,1855.0,2092.0,2372.0,2449.0,1.5405008,608.0,0.858769,1.5306451,0.07598095,-0.13901997,0.30717906,0.4284854,2.499473,1.1644576,1.1937107,3.9471698,1.3229343,0.6491396,3.3066385,1.1010311,-16.271261,-10.137641,6.1336203,21.775,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_48_0,38.927166,2877.0,2025.0,609.0,849.0,1058.0,1439.0,2143.0,2430.0,2588.0,2725.0,1.4207407,582.0,0.7824575,1.7372742,0.12204639,-0.052881975,0.30883765,0.41963795,2.4461248,1.2780247,1.246172,3.3886926,1.1116693,0.7038582,2.7192817,7.116565,-15.987109,-8.785357,7.2017517,21.785,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_49_0,111.15053,2553.0,1738.0,475.0,666.0,795.0,1131.0,1858.0,2150.0,2356.0,2469.0,1.4689298,629.0,0.737691,1.6736842,0.1509526,-0.040130373,0.37166667,0.49539828,2.963522,1.3555812,1.1936936,3.8333333,1.0836163,0.6807677,3.2113206,12.643269,-15.179309,-7.8255806,7.3537283,21.794999999999998,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_50_0,210.89497,1641.0,922.0,393.0,546.0,524.0,892.0,1797.0,2148.0,2324.0,2430.0,1.7798265,645.0,0.39672977,1.3333334,0.4319162,0.17225724,0.4629741,0.6320225,4.4351144,2.5206075,0.95970696,3.0054946,0.7061102,0.5618525,3.1316793,14.287799,-16.923218,-10.830037,6.0931807,21.805,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_51_0,258.94092,1852.0,1138.0,433.0,601.0,638.0,984.0,1726.0,2012.0,2207.0,2273.0,1.6274165,741.0,0.5156321,1.4734411,0.31958148,0.08745997,0.39576298,0.5514938,3.4592476,1.9393673,1.0615641,3.0815308,0.83914816,0.61447084,2.9028213,9.580097,-16.158375,-9.653785,6.5045896,21.815,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_52_0,337.4952,1728.0,932.0,400.0,558.0,549.0,976.0,1822.0,2085.0,2183.0,2379.0,1.8540772,716.0,0.4269354,1.3725,0.40160513,0.11633853,0.4181818,0.5980966,3.9763205,2.3422747,0.983871,3.096774,0.79157126,0.5393519,3.147541,6.497635,-15.208223,-8.633618,6.574605,21.825,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_53_0,210.43892,2647.0,1894.0,528.0,748.0,897.0,1258.0,1855.0,2081.0,2285.0,2339.0,1.3975713,650.0,0.828884,1.6988636,0.09356305,-0.07339822,0.30052823,0.43620366,2.5473802,1.2064414,1.1991979,3.53877,1.1584245,0.715527,2.9509475,5.895802,-15.393377,-8.817198,6.5761795,21.835,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_54_0,210.90193,3392.0,2256.0,686.0,914.0,1104.0,1551.0,2166.0,2445.0,2649.0,2737.0,1.5035461,656.0,0.85164213,1.6093295,0.08012232,-0.12299288,0.27658582,0.41167066,2.3994565,1.1742021,1.2078775,3.7111597,1.2804832,0.6650943,3.0724638,4.852557,-18.280003,-11.414934,6.8650684,21.845,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_55_0,312.86533,1807.0,1038.0,442.0,605.0,622.0,1018.0,1705.0,1989.0,2197.0,2268.0,1.7408478,677.0,0.47246245,1.4072398,0.35826895,0.097402595,0.3804017,0.5587088,3.5321543,2.1165702,1.0280992,2.9867768,0.8224852,0.5744328,2.9051447,4.760917,-16.327848,-9.8517685,6.47608,21.855,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_56_0,262.44775,3147.0,2224.0,672.0,895.0,1118.0,1497.0,2056.0,2339.0,2545.0,2686.0,1.415018,644.0,0.8738703,1.6636904,0.06730971,-0.105762474,0.28424576,0.3895714,2.2763865,1.1443346,1.249162,3.516201,1.2365422,0.7067048,2.814848,7.021551,-17.68731,-10.525392,7.1619186,21.865,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_57_0,291.68835,3018.0,2264.0,641.0,888.0,1036.0,1398.0,1881.0,2133.0,2308.0,2405.0,1.3330389,629.0,0.9809359,1.6162246,0.009623797,-0.1333083,0.26479095,0.38038278,2.2277992,1.0194346,1.1666666,3.3986487,1.3076257,0.7501657,2.9131274,3.7591953,-17.413486,-10.121207,7.2922792,21.875,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_58_0,15.078412,1938.5,1240.5,471.0,640.0,717.5,1110.5,1762.0,2028.5,2212.5,2348.5,1.5626763,700.0,0.56067795,1.5233545,0.28149435,0.06600819,0.3579069,0.5102389,3.0836236,1.783555,1.1210938,3.0289063,0.8761582,0.6399278,2.7017422,1.9204054,-17.016932,-10.205652,6.81128,21.884999999999998,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_59_0,164.92064,1852.0,1136.0,425.5,608.0,555.0,945.0,1869.5,2169.5,2301.0,2435.0,1.6302817,688.0,0.4936984,1.3043479,0.33895838,0.108114615,0.4408284,0.6113445,4.145946,2.0255282,0.9128289,3.0460527,0.80486745,0.6133909,3.336937,5.7440786,-12.443884,-6.09308,6.3508034,21.895,80.60499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
