system:index,Aspect,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,latitude,longitude,.geo
42_5_0,132.96394,2736.0,1881.0,721.0,979.0,1008.0,1518.0,2134.0,2451.0,2511.0,2702.0,1.4545455,281.0,0.74910396,1.3980583,0.14344262,-0.042881645,0.28056872,0.42711,2.4910715,1.3349283,1.0296221,2.7946885,1.0896057,0.6875,2.7142856,2.0404556,-16.681421,-9.0912485,7.5901723,21.355,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_6_0,65.03144,2937.0,2162.0,722.0,1007.0,1203.0,1596.0,2279.0,2532.0,2586.0,2836.0,1.3584644,279.0,0.8360402,1.6662049,0.08930076,-0.06355242,0.2797834,0.36500397,2.149626,1.1961147,1.1946375,2.916584,1.1357309,0.7361253,2.4413965,1.0984738,-17.673733,-9.831185,7.842548,21.365,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_7_0,270.0,2840.0,1930.0,675.0,904.0,1068.0,1449.0,2117.0,2373.0,2501.0,2690.0,1.4715025,274.0,0.7716913,1.5822222,0.12886481,-0.06347126,0.29983088,0.40151304,2.3417604,1.2958549,1.1814159,3.141593,1.1355457,0.67957747,2.659176,1.991198,-17.268293,-10.229905,7.038388,21.375,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_8_0,270.0,2146.0,1205.0,520.0,750.0,653.0,1184.0,2166.0,2541.0,2703.0,2773.0,1.7809129,277.0,0.44580096,1.2557693,0.38331628,0.11486904,0.40156683,0.6108462,4.1393566,2.2431536,0.8706667,2.8613334,0.7939327,0.5615098,3.2863705,0.49802148,-14.748663,-8.44024,6.3084235,21.384999999999998,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_9_0,208.23605,3033.0,2081.0,697.0,978.0,1173.0,1604.0,2230.0,2496.0,2614.0,2788.0,1.4574723,277.0,0.79609793,1.6829268,0.113525026,-0.07419869,0.26958105,0.38051227,2.228474,1.2561269,1.1993865,3.101227,1.1602907,0.6861194,2.5856779,1.0526452,-17.412552,-10.836565,6.5759883,21.395,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_10_0,-0.0,2646.0,1998.0,813.0,1075.0,1140.0,1576.0,2189.0,2433.0,2493.0,2677.0,1.3243244,286.0,0.80144405,1.402214,0.11022044,-0.02977233,0.2588761,0.37241948,2.1868422,1.2477478,1.0604651,2.4613953,1.0613718,0.75510204,2.3210526,0.46373534,-15.731187,-4.696247,11.03494,21.405,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_11_0,270.0,3213.0,2275.0,742.0,1056.0,1258.0,1699.0,2332.0,2587.0,2664.0,2840.0,1.4123077,278.0,0.853979,1.6954178,0.078760885,-0.09341501,0.25137696,0.35849056,2.1176472,1.170989,1.1912879,3.0426137,1.206081,0.708061,2.554054,0.49812555,-18.075516,-10.374793,7.700723,21.415,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_12_0,245.04053,1810.0,998.0,570.0,810.0,762.0,1205.0,1895.0,2118.0,2227.0,2292.0,1.8136272,283.0,0.4481365,1.3368421,0.38108528,0.10329453,0.31083786,0.49013048,2.9225721,2.231463,0.94074076,2.2345679,0.8127526,0.55138123,2.375328,1.0988476,-16.252338,-9.0195055,7.2328324,21.425,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_13_0,47.05168,2501.0,1595.0,732.0,973.0,1024.0,1515.0,2367.0,2643.0,2744.0,2933.0,1.5680251,284.0,0.58126825,1.3989071,0.26480755,0.046329837,0.31879497,0.4564756,2.6796875,1.7203761,1.0524153,2.5704007,0.9114432,0.6377449,2.4423828,2.041053,-16.625263,-9.160668,7.4645944,21.435,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_14_0,19.70379,2266.0,1354.0,695.0,931.0,917.0,1440.0,2127.0,2347.0,2395.0,2525.0,1.6735598,277.0,0.56534445,1.3194245,0.27767405,0.027676465,0.2736444,0.44625604,2.6117775,1.768833,0.9849624,2.433942,0.9461378,0.5975287,2.4711015,1.4774344,-16.888412,-9.54203,7.346381,21.445,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_15_0,35.614105,855.0,526.0,559.0,740.0,633.0,834.0,977.0,1102.0,1066.0,1090.0,1.6254753,270.0,0.4934334,1.1323793,0.33919597,0.10983863,0.13305613,0.2548558,1.6840442,2.0266159,0.8554054,1.1554054,0.80206376,0.6152047,1.3507109,1.7108189,-15.618303,-8.518611,7.099693,21.455,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_16_0,252.76538,2631.0,1764.0,712.0,886.0,985.0,1413.0,2148.0,2420.0,2530.0,2709.0,1.4914966,273.0,0.6972332,1.383427,0.17838845,-0.019569851,0.31441048,0.4395448,2.568528,1.4342403,1.1117382,2.969526,1.0399209,0.6704675,2.671066,1.5648099,-15.639726,-9.150209,6.4895167,21.465,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_17_0,-0.0,2082.5,1372.0,669.5,897.0,861.0,1376.5,2197.0,2436.0,2544.0,2721.0,1.5178572,274.0,0.5393082,1.2860343,0.299285,0.099751435,0.3281269,0.49427313,2.9547038,1.8542274,0.9598662,2.3216276,0.8185928,0.65882355,2.4186993,0.0,-16.852732,-10.419652,6.43308,21.475,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_18_0,287.23245,2214.0,1444.0,643.0,882.5,846.5,1304.5,2166.0,2481.0,2546.5,2701.0,1.533241,271.0,0.56705284,1.3164852,0.27628118,0.0698456,0.3486456,0.5010315,3.0082693,1.7635041,0.9592068,2.508782,0.86942863,0.6522132,2.6154754,1.5650004,-15.439686,-8.950924,6.4887624,21.485,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_19_0,109.23478,250.5,179.0,582.0,764.5,513.0,531.0,469.5,467.0,400.5,412.5,1.3994414,264.0,0.44694132,0.8814433,0.38222605,0.23041475,-0.12559618,-0.12315271,0.78070176,2.23743,0.6710268,0.32766515,0.6254682,0.7145709,0.4883041,4.215414,-26.201439,-15.552557,10.648881,21.495,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_20_0,151.74583,1674.5,890.5,455.0,710.0,483.5,995.0,2100.5,2436.0,2543.0,2664.5,1.8804042,269.0,0.35017696,1.0626373,0.48128733,0.20592768,0.45620987,0.680489,5.259566,2.855699,0.6809859,2.3584507,0.65847427,0.5318005,3.4632885,1.0528239,-14.034277,-7.7265005,6.307777,21.505,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_21_0,270.0,195.5,145.5,566.0,705.5,465.0,476.5,358.0,365.5,306.5,295.5,1.3436426,259.0,0.47471452,0.8215548,0.3561947,0.22111554,-0.23445596,-0.20544393,0.6591398,2.1065292,0.659107,0.27710843,0.63784665,0.7442455,0.4204301,0.9968558,-28.690388,-22.47012,6.2202673,21.515,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_22_0,227.06923,1814.0,1174.5,692.0,893.0,839.0,1277.0,2096.5,2353.0,2492.0,2617.5,1.544487,272.0,0.47130817,1.2124277,0.35933453,0.15745471,0.34420335,0.49624738,2.9702027,2.121754,0.93952966,2.031355,0.72792935,0.64746416,2.1620977,1.3614699,-17.579025,-10.338864,7.240161,21.525,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_23_0,260.4006,2241.5,1334.5,698.0,966.0,891.0,1372.5,2439.0,2789.0,2792.0,2986.5,1.6796553,267.0,0.47797278,1.2765043,0.3532049,0.10936724,0.3702684,0.5161553,3.1335578,2.0921693,0.92236024,2.3203933,0.8028295,0.5953603,2.5157127,5.5445213,-16.52838,-10.032759,6.495621,21.535,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_24_0,270.0,195.5,151.0,512.0,706.0,479.0,469.5,335.0,333.0,278.5,271.5,1.2947019,262.0,0.5421903,0.9355469,0.29685682,0.17510548,-0.2672065,-0.26468647,0.58141965,1.8443708,0.67847025,0.27691218,0.70197487,0.7723785,0.40814197,0.4985686,-28.166994,-21.63808,6.5289135,21.544999999999998,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_25_0,227.07513,2148.5,1300.0,645.0,820.5,746.5,1276.5,2166.5,2660.5,2668.5,2803.0,1.6526923,271.0,0.48716506,1.1573644,0.34484062,0.10795101,0.374188,0.56281114,3.5746818,2.0526924,0.9098111,2.6185253,0.805134,0.60507333,2.8780978,0.6809065,-15.493543,-8.913891,6.579652,21.555,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_26_0,151.73596,2604.5,1728.5,620.0,915.5,919.0,1416.0,2208.5,2474.5,2543.5,2688.0,1.5067978,269.0,0.6795754,1.4822581,0.19077715,-0.011849262,0.30994153,0.46916968,2.7676823,1.4715071,1.003823,2.8448935,1.0239826,0.66365904,2.8340588,1.0529214,-16.652458,-9.593089,7.0593696,21.565,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_27_0,132.9208,3070.5,2162.0,712.0,979.5,1153.0,1583.5,2178.5,2427.0,2548.5,2743.0,1.4202127,275.0,0.8483422,1.619382,0.08205074,-0.09289909,0.26799953,0.37700933,2.210321,1.1787697,1.1771312,3.1347625,1.2048264,0.70411986,2.6630528,1.3617243,-16.786085,-10.136805,6.64928,21.575,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_28_0,90.0,2674.0,1769.0,656.5,977.5,1003.5,1560.0,2383.0,2729.0,2803.0,2988.0,1.5115885,275.0,0.63110954,1.5285605,0.22615923,0.02355304,0.31398416,0.472744,2.7932236,1.584511,1.0265985,2.73555,0.9539779,0.6615557,2.6646736,0.9973406,-15.240156,-8.8398485,6.4003077,21.585,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_29_0,90.0,3046.5,2160.0,716.0,1016.0,1076.5,1588.5,2332.0,2620.0,2693.0,2917.0,1.4104167,281.0,0.80207944,1.5034916,0.10982897,-0.06159073,0.29486182,0.4288367,2.5016255,1.2467593,1.0595472,2.9985237,1.1312662,0.70901036,2.8300047,1.4959196,-17.193388,-9.774878,7.418511,21.595,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_30_0,180.0,3458.0,2495.0,813.5,1090.0,1388.0,1778.0,2199.0,2450.5,2582.5,2784.5,1.3859719,287.0,0.9661181,1.7062078,0.01723289,-0.14493833,0.22060274,0.30084372,1.8605908,1.0350702,1.2733945,3.172477,1.3390126,0.7215153,2.4913545,2.3174627,-17.406702,-11.266335,6.1403685,21.605,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_31_0,252.78212,3042.25,2121.6667,733.0,990.94116,1182.6,1639.6666,2211.0,2513.5,2598.0,2816.8667,1.4338963,289.0,0.81665385,1.6133697,0.10092521,-0.07876424,0.2641515,0.37438503,2.1968544,1.224509,1.1934109,3.0700612,1.1709969,0.6974005,2.5725098,1.5662851,-17.14852,-10.328906,6.819613,21.615,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_32_0,227.08896,3269.5,2276.5,782.5,1042.6666,1288.3334,1706.0,2224.75,2506.6667,2670.0,2850.0833,1.436196,295.0,0.85262173,1.6464324,0.0795512,-0.10093442,0.25111115,0.34905264,2.072445,1.1728531,1.2356138,3.1357098,1.2245319,0.6962838,2.5377748,2.72241,-16.486435,-9.18161,7.304824,21.625,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_33_0,114.92796,3142.0,2315.5,749.7778,1038.0,1189.3334,1686.0,2205.75,2511.75,2636.0,2822.5,1.3569423,301.0,0.8784143,1.5862478,0.06472786,-0.08757356,0.2520794,0.37818056,2.2163677,1.138415,1.1457932,3.026975,1.1919575,0.736951,2.6418161,1.1001474,-18.234846,-10.125651,8.109195,21.634999999999998,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_34_0,114.926285,3058.5,2055.0,589.8,796.3333,852.0,1347.75,1872.5,2076.0,2233.0,2410.0,1.4883212,311.0,0.9202866,1.4445574,0.041511193,-0.15600492,0.28268245,0.44764993,2.620892,1.086618,1.0699037,3.8407283,1.3696821,0.671898,3.5897887,2.1996233,-15.561366,-7.7229133,7.8384523,21.645,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_35_0,150.4096,2308.0,1390.0,448.8846,688.35297,734.3333,1234.5,2158.5,2454.0,2598.0,2773.6,1.6604316,350.0,0.53502697,1.6359067,0.30290872,0.059111293,0.3839974,0.55926776,3.5379028,1.8690647,1.0667977,3.352931,0.8883757,0.602253,3.1429868,18.525074,-13.24518,-6.624728,6.620452,21.655,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_36_0,259.4705,2375.5,1591.5,576.1214,791.44446,937.6667,1419.0,2210.375,2541.6667,2586.25,2852.0,1.492617,366.0,0.61536974,1.6275504,0.23810664,0.042474933,0.33551863,0.467827,2.7581763,1.6250392,1.1847537,3.0014741,0.91851133,0.6699642,2.5334163,7.5687857,-16.468601,-10.11435,6.354252,21.665,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_37_0,129.55806,2664.0,1822.0,514.7,681.5,793.0,1195.5,1777.0,2025.5,2199.5,2299.0,1.4621295,345.0,0.8283701,1.5407033,0.093870446,-0.09550735,0.31578195,0.47000834,2.7736444,1.2071899,1.1636097,3.9090242,1.2111844,0.6839339,3.3593948,5.8054514,-14.625626,-7.2549233,7.370702,21.675,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_38_0,287.21002,2496.5,1740.5,537.0,692.6667,719.0,1197.0,2036.3334,2315.5,2347.0,2561.0,1.434358,340.0,0.741585,1.3389199,0.1483792,-0.030866109,0.36295903,0.530985,3.264256,1.348463,1.0380173,3.6041868,1.0636983,0.69717604,3.4721837,1.566978,-15.183184,-7.833401,7.349782,21.685,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_39_0,151.71454,2704.75,1954.3334,607.06665,809.55554,919.2857,1426.1666,2066.8333,2375.5,2457.5,2694.0,1.3839757,333.0,0.7952526,1.5143077,0.11404934,-0.04789578,0.30771407,0.45552617,2.6732712,1.257462,1.1355437,3.3410308,1.1006104,0.722556,2.94223,1.053133,-14.719653,-9.020339,5.699314,21.695,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_40_0,-0.0,2498.0,1759.5,613.0,795.0,887.0,1411.5,1897.5,2149.0,2327.5,2460.5,1.4197215,329.0,0.75596136,1.446982,0.13897724,-0.035333127,0.2709194,0.4481257,2.6240134,1.322819,1.1157233,3.1421385,1.0732546,0.70436347,2.8162346,0.92740995,-15.638771,-8.9559,6.682871,21.705,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_41_0,208.28886,2362.0,1575.5,639.5,862.5,948.0,1377.0,2170.0,2424.0,2487.5,2678.5,1.4992065,315.0,0.6333668,1.4824082,0.22446468,0.025878957,0.3209222,0.44811526,2.6239452,1.5788639,1.0991304,2.7385507,0.94954777,0.6670195,2.4915612,1.0531667,-16.160616,-9.34882,6.8117967,21.715,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_42_0,23.295992,2348.0,1539.5,724.5,957.5,1026.5,1470.0,1957.0,2176.0,2338.5,2474.0,1.5251706,313.0,0.658328,1.4168392,0.20603403,-0.002027099,0.2545639,0.38989598,2.2781296,1.5189997,1.0720626,2.4522192,1.0040624,0.6556644,2.2873843,2.5229113,-16.539322,-9.8966675,6.642655,21.725,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_43_0,98.800514,2809.0,2124.0,746.5,1003.0,1113.0,1532.0,2138.0,2395.5,2492.0,2645.0,1.3225048,309.0,0.85232747,1.4909579,0.0797227,-0.059800036,0.26645917,0.38252428,2.2389936,1.173258,1.109671,2.8005981,1.127207,0.75614095,2.5238094,3.028299,-15.762086,-9.46827,6.293815,21.735,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_44_0,180.0,2200.0,1404.5,581.5,765.5,740.0,1201.0,1981.5,2317.0,2389.5,2522.5,1.5663937,311.0,0.5877799,1.272571,0.25962046,0.0412899,0.35490802,0.527081,3.229054,1.7013172,0.96668845,2.8739386,0.9206947,0.6384091,2.9729729,0.92740995,-15.259451,-8.783126,6.4763255,21.745,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_45_0,47.11474,3585.0,2640.5,782.5,1010.0,1344.5,1696.0,2112.0,2370.0,2558.5,2702.0,1.3576974,319.0,1.03205,1.7182108,-0.015772264,-0.16708717,0.22874033,0.3110428,1.9029379,0.96894526,1.3311881,3.549505,1.4012116,0.73654115,2.6664188,1.3626332,-18.28617,-11.07382,7.212348,21.755,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_46_0,180.0,2374.5,1567.0,684.5,905.5,984.5,1469.0,2031.0,2286.0,2354.5,2538.5,1.5153159,317.0,0.6655341,1.4382762,0.20081602,-0.004229224,0.2668746,0.4103025,2.3915694,1.5025526,1.0872446,2.622308,1.0084944,0.6599284,2.4118843,0.92740995,-15.933696,-9.263051,6.670645,21.765,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_47_0,256.92963,3037.5,2105.0,721.0,953.0,1184.5,1549.0,2077.0,2341.0,2599.5,2667.0,1.4429929,319.0,0.8097711,1.6428572,0.10511213,-0.077700906,0.26518026,0.3739429,2.1945968,1.2349168,1.2429171,3.1873033,1.168494,0.69300413,2.5643733,2.0497572,-16.406185,-9.162385,7.2438006,21.775,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_48_0,256.9305,2803.0,1922.0,707.0,919.5,1078.5,1519.0,2017.0,2269.0,2409.5,2573.5,1.4583766,328.0,0.79767585,1.5254596,0.11254761,-0.07549161,0.25766647,0.38159403,2.2341216,1.2536421,1.1729201,3.0483959,1.1633118,0.6856939,2.59898,4.094551,-17.055004,-9.730699,7.3243055,21.785,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_49_0,169.82388,3205.5,2154.5,674.0,890.5,1070.5,1492.0,2053.5,2337.5,2506.0,2686.5,1.4878162,332.0,0.8597366,1.5882789,0.075421095,-0.122472204,0.28586814,0.40137005,2.3409622,1.1631469,1.2021337,3.599663,1.2791301,0.67212605,2.9943953,2.8246517,-17.280725,-10.998939,6.281787,21.794999999999998,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_50_0,-0.0,2802.5,1854.0,556.0,744.0,799.0,1247.0,1998.5,2281.0,2425.0,2550.5,1.5115966,325.0,0.7645361,1.4370503,0.13344239,-0.07221425,0.34325215,0.50434244,3.0350437,1.3079827,1.0739248,3.766801,1.15567,0.6615522,3.5075095,0.46373534,-15.501658,-8.363861,7.1377974,21.805,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_51_0,100.51877,2951.0,2041.0,688.0,922.0,1025.0,1490.0,2169.0,2480.5,2632.5,2757.0,1.4458599,328.0,0.77530867,1.4898256,0.12656467,-0.05704307,0.29832822,0.43950787,2.5682926,1.2898089,1.1117136,3.2006507,1.1209877,0.69162995,2.8790245,2.5386066,-15.486301,-8.206273,7.2800283,21.815,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_52_0,167.84192,2249.5,1373.0,446.5,651.0,600.5,1066.0,2090.0,2438.5,2587.0,2712.5,1.6383832,332.0,0.5307306,1.3449048,0.30656564,0.06978187,0.43575493,0.6232157,4.3080764,1.8841952,0.92242706,3.4554532,0.86954004,0.6103579,3.7460449,2.3705754,-14.412777,-7.754699,6.658078,21.825,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_53_0,-0.0,2436.0,1680.5,680.0,970.0,984.0,1444.5,2225.5,2562.5,2627.5,2791.5,1.4495686,337.0,0.6395813,1.4470588,0.21982358,0.03781969,0.31798866,0.45507407,2.6702235,1.5635228,1.014433,2.5113401,0.92711705,0.6898604,2.4756098,0.92740995,-16.83942,-10.386854,6.4525666,21.835,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_54_0,151.68954,2049.0,1237.5,729.0,930.5,1019.5,1458.0,2135.5,2498.0,2632.0,2764.5,1.6557575,342.0,0.47017476,1.398491,0.36038247,0.124546036,0.30941385,0.44159934,2.5816576,2.1268687,1.0956475,2.2020419,0.77849543,0.6039531,2.0098088,1.0533805,-17.312103,-10.818562,6.4935417,21.845,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_55_0,195.07533,2618.0,1609.0,595.0,848.0,857.0,1395.0,2163.0,2440.0,2572.0,2778.0,1.6270976,344.0,0.62558323,1.4403361,0.23032767,-0.008863199,0.33141625,0.5001458,3.0011668,1.5985084,1.0106132,3.087264,1.017885,0.6145913,3.0548425,1.9203776,-15.664866,-9.083902,6.5809636,21.855,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_56_0,28.313902,2446.0,1505.0,528.0,765.0,841.0,1344.0,2269.0,2600.0,2797.0,2931.0,1.6252491,351.0,0.5380765,1.592803,0.30032542,0.0669464,0.37122807,0.53765804,3.3258026,1.8584718,1.0993464,3.1973855,0.8745084,0.6152903,2.9084423,1.0534146,-15.394502,-8.849707,6.5447946,21.865,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_57_0,180.0,1828.0,935.0,432.0,631.0,593.0,1176.0,2150.0,2516.0,2612.0,2765.0,1.9550803,463.0,0.35796323,1.3726852,0.4727939,0.17657657,0.40319717,0.6299532,4.4047217,2.793583,0.93977815,2.8969889,0.69984686,0.51148796,3.0826306,10.992985,-14.475032,-7.8354063,6.639625,21.875,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_58_0,114.88968,1865.0,1035.0,371.0,500.0,418.0,896.0,1898.0,2209.0,2346.0,2491.0,1.8019323,481.0,0.44117647,1.1266847,0.3877551,0.11422465,0.4709182,0.6975398,5.61244,2.2666667,0.836,3.73,0.79497015,0.5549598,4.4617224,1.1017314,-13.9458885,-7.258844,6.687045,21.884999999999998,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_59_0,229.61726,1687.0,775.0,359.0,530.0,412.0,913.0,2048.0,2417.0,2556.0,2654.0,2.1767743,506.0,0.30320814,1.1476324,0.5346743,0.20480792,0.48808524,0.722372,6.2038836,3.2980645,0.7773585,3.183019,0.66001564,0.45939538,4.0946603,7.824547,-15.321496,-8.883122,6.438374,21.895,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_60_0,312.85532,1735.0,831.0,374.0,506.0,406.0,911.0,1899.0,2274.0,2382.0,2560.0,2.087846,536.0,0.3488665,1.0855615,0.48272642,0.15715326,0.47507924,0.7087518,5.866995,2.866426,0.80237156,3.4288538,0.7283795,0.47896254,4.273399,0.68179685,-14.396814,-7.9355855,6.4612284,21.905,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_61_0,160.23683,1928.0,1080.0,374.0,601.0,518.0,1077.0,2018.0,2410.0,2539.0,2663.0,1.7851852,546.0,0.42536432,1.3850267,0.40315005,0.13678084,0.42406416,0.66110563,4.9015446,2.350926,0.8618968,3.2079866,0.75935405,0.560166,3.7220078,2.9540029,-14.155904,-7.94955,6.206353,21.915,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_62_0,238.2653,2217.0,1232.0,453.0,683.0,710.0,1238.0,1932.0,2235.0,2309.0,2459.0,1.799513,552.0,0.5335643,1.5673289,0.30415136,0.020327,0.3302678,0.52964556,3.2521126,1.8741883,1.0395315,3.2459736,0.9601559,0.5557059,3.1225352,1.7627785,-15.111103,-8.857229,6.2538733,21.925,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_63_0,169.81415,1745.0,885.0,359.0,490.0,371.0,831.0,1905.0,2219.0,2302.0,2432.0,1.9717515,389.0,0.38444832,1.0334262,0.44461876,0.13763282,0.49065277,0.72240925,6.2048516,2.60113,0.75714284,3.5612245,0.7580365,0.50716335,4.703504,2.8247378,-13.757309,-7.0985637,6.658746,21.935,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_64_0,171.24426,1803.0,889.0,398.0,559.0,413.0,865.0,1817.0,2199.0,2313.0,2449.0,2.0281215,389.0,0.38434932,1.0376885,0.44472206,0.12390671,0.47797224,0.6969919,5.6004844,2.6017997,0.7388193,3.2254026,0.77950716,0.49306712,4.3656173,3.280904,-14.069238,-7.8990784,6.17016,21.945,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_65_0,151.67097,1885.0,939.0,390.0,619.0,499.0,1012.0,2019.0,2340.0,2427.0,2606.0,2.0074546,536.0,0.38689741,1.2794871,0.44206774,0.12569574,0.4405749,0.65892005,4.8637276,2.5846646,0.80613893,3.0452342,0.77667904,0.49814323,3.7775552,1.0535643,-12.922006,-6.272781,6.6492248,21.955,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_66_0,270.0,2164.0,1193.0,414.0,622.0,531.0,1051.0,2081.0,2477.0,2581.0,2777.0,1.8139145,539.0,0.46222395,1.2826087,0.36777955,0.08788198,0.4508882,0.65874034,4.8606405,2.1634536,0.8536978,3.4790998,0.8384347,0.5512939,4.07533,1.9993631,-15.274983,-8.973668,6.301315,21.965,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_67_0,190.18866,1971.0,1100.0,367.0,594.0,541.0,1081.0,1989.0,2356.0,2462.0,2580.0,1.7918181,537.0,0.44679123,1.4741144,0.38236946,0.110760204,0.40945098,0.6396936,4.550832,2.2381818,0.9107744,3.3181818,0.80056864,0.55809236,3.6432533,8.420018,-14.989709,-8.120878,6.8688307,21.975,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_68_0,114.87439,1939.0,1103.0,343.0,531.0,459.0,918.0,1764.0,2089.0,2184.0,2309.0,1.7579329,533.0,0.50503665,1.3381925,0.3288713,0.05942275,0.4310505,0.6526674,4.75817,1.9800544,0.86440676,3.6516008,0.88782054,0.5688499,4.224401,1.1023651,-14.112769,-7.626668,6.4861016,21.985,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_69_0,62.083633,1992.0,1026.0,369.0,562.0,423.0,949.0,1932.0,2175.0,2328.0,2446.0,1.9415205,526.0,0.44072166,1.1463414,0.3881932,0.07777778,0.44094256,0.69247544,5.503546,2.2690058,0.75266904,3.544484,0.8556701,0.51506025,4.70922,3.955796,-13.819997,-6.7430606,7.0769362,21.995,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_70_0,132.8352,1946.0,1019.0,363.0,590.0,568.0,1042.0,1909.0,2253.0,2360.0,2524.0,1.9097154,561.0,0.43177965,1.5647383,0.39686298,0.096144915,0.4155917,0.61202186,4.1549296,2.3159962,0.9627119,3.298305,0.82457626,0.52363825,3.4260564,1.3639163,-14.091078,-7.116358,6.9747195,22.005,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_71_0,277.54443,1898.0,905.0,401.0,588.0,564.0,1013.0,1935.0,2275.0,2394.0,2509.0,2.0972376,548.0,0.3780284,1.4064838,0.4513489,0.11556384,0.42475867,0.6186613,4.244681,2.645304,0.9591837,3.2278912,0.7928154,0.4768177,3.3652482,10.477879,-16.487587,-9.724895,6.7626925,22.015,79.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
